Student_ID,Student_Name,Attendance,Study_Hours_per_Day,Internal_marks,Assignments_Avg,Previous_preformance,Performance
S3416,Emma,72.59,5.2,65.69,54.74,24,AVERAGE
S3417,Sara,59.62,5.18,54.31,81.58,80,AVERAGE
S3418,Ahmed,94.71,4.86,85.55,93.95,6.6,AVERAGE
S3419,Maria,98.23,1.18,92.36,58.91,56.4,AVERAGE
S3420,Ali,73.94,1.74,56.88,86.89,30.7,AVERAGE
S3421,John,55.2,2.58,45.71,51.27,26.5,AT RISK
S3422,Ahmed,89.26,5.24,55.21,96.31,50.6,AVERAGE
S3423,Ali,84.86,5.36,46.24,99.15,89.8,GOOD
S3424,Omar,67.73,1.2,59.35,67.71,61.8,AVERAGE
S3425,Omar,94.37,2.62,72.29,55.35,78.9,AVERAGE
S3426,Omar,98.79,5.26,98.42,82.93,60.1,GOOD
S3427,Ahmed,77.89,2.24,63.96,51.49,69.8,AVERAGE
S3428,Ahmed,78.29,5.88,53.2,74.12,43.2,AVERAGE
S3429,John,64.88,3.44,50.01,63.59,92.6,AVERAGE
S3430,Maria,79.23,5.68,50.38,73.67,50.2,AVERAGE
S3431,Liam,71.98,3.14,51.56,50.91,55.2,AVERAGE
S3432,Sara,65.11,2.62,85.74,52.58,52.5,AVERAGE
S3433,Omar,53.36,2.82,43.66,50.8,31.6,AT RISK
S3434,Emma,62.64,5.42,99.84,80.96,23.1,AVERAGE
S3435,Maria,59.89,2.66,71.36,78,7.4,AT RISK
S3436,Emma,77.1,4.34,72.66,61.66,71.8,AVERAGE
S3437,John,80.08,3.34,61.45,82.33,28.9,AVERAGE
S3438,John,80.43,5.7,81.42,94.21,38.9,GOOD
S3439,John,69.41,1.8,68.29,63.87,92,AVERAGE
S3440,Ali,71.06,3.14,59.74,91.6,56.6,AVERAGE
S3441,Emma,91.71,1.62,55.91,83.13,9.7,AVERAGE
S3442,Maria,73.81,3.9,95.54,51.69,80,GOOD
S3443,Liam,99.39,3.02,57.46,68.76,25.6,AVERAGE
S3444,Maria,71.98,1.3,66.18,75.39,55.3,AVERAGE
S3445,Ahmed,82.48,5.24,61.02,86.58,51,AVERAGE
S3446,Ahmed,52.52,2.88,45.17,64.36,23.8,AT RISK
S3447,Omar,82.67,3.46,51.16,99.14,11.6,AVERAGE
S3448,Liam,92.57,3.04,51.37,84.23,21.1,AVERAGE
S3449,Ahmed,97.12,3.44,81.62,68.64,9.7,AVERAGE
S3450,John,99.87,1.08,64.4,54.85,27.6,AVERAGE
S3451,Maria,64.11,5.08,86.92,59.07,99.7,GOOD
S3452,Emma,78.77,2.66,82.54,74.38,40.2,AVERAGE
S3453,John,72.54,4.62,51.52,74.73,86.4,AVERAGE
S3454,Ali,78.19,1.32,73.78,88.39,54.9,AVERAGE
S3455,Ahmed,57.87,3.62,84.57,86.31,66.7,AVERAGE
S3456,John,92.81,5.54,77.98,60.06,15.6,AVERAGE
S3457,John,95.48,3,76,79.75,27.5,AVERAGE
S3458,Ali,72.48,1.98,84.38,51.03,51,AVERAGE
S3459,Sara,64.02,1.5,43.41,69.93,88.1,AVERAGE
S3460,Maria,57.04,5.3,83.89,88.21,4.3,AVERAGE
S3461,Emma,84.19,2.2,56.36,69.98,50.7,AVERAGE
S3462,Omar,65.61,5.88,74.31,91.78,5.1,AVERAGE
S3463,Sara,95.48,2.24,54.54,98.81,45.7,AVERAGE
S3464,Ahmed,83.55,3.4,90.33,80.36,62.9,GOOD
S3465,John,82.28,3.28,68.83,57.25,74.5,AVERAGE
S3466,Liam,77.97,1.32,78.58,68.98,13.9,AVERAGE
S3467,Ali,52.29,3.66,87.64,50.47,16.7,AVERAGE
S3468,Ali,96.6,4.36,93.72,80.14,47,GOOD
S3469,Liam,81.4,4.72,83.92,91.08,99.8,GOOD
S3470,Maria,99.7,3.62,48.93,81.5,35.6,AVERAGE
S3471,Sara,76.87,5.06,91.27,89.3,42.8,GOOD
S3472,Omar,85.51,4.76,77.11,90,43.2,AVERAGE
S3473,Maria,52.81,1.96,76.57,92.55,8.1,AT RISK
S3474,Liam,81.59,3,95.28,63.33,77.4,GOOD
S3475,John,88.23,1.72,54.93,93.56,25.3,AVERAGE
S3476,Liam,88.93,1.66,54.38,82.7,70.4,AVERAGE
S3477,Maria,88.51,4.56,70.79,64.49,47.5,AVERAGE
S3478,Emma,61.31,3.66,85.05,99.36,61.2,GOOD
S3479,Ali,98.77,4,66.83,97.51,5.4,AVERAGE
S3480,Ali,99.76,4.66,78.03,78.72,89,GOOD
S3481,Ahmed,53.78,2.38,67.15,92.16,24.4,AVERAGE
S3482,Ahmed,96.82,3,76.62,63.07,67,GOOD
S3483,Liam,64.47,4.04,89.34,70.8,79.8,GOOD
S3484,Omar,84.46,1.48,50.83,59.2,54,AVERAGE
S3485,John,66.91,5.16,81.72,76.01,33.7,AVERAGE
S3486,Emma,98.39,2.72,87.25,74.8,97.8,GOOD
S3487,Sara,55.08,4.3,66.83,60.64,27.8,AVERAGE
S3488,Maria,74.89,5.98,59.39,83.64,94.9,GOOD
S3489,Omar,71.4,3.38,40.81,55.89,15.6,AT RISK
S3490,John,66.3,2.08,87.83,53.08,38.9,AVERAGE
S3491,Ahmed,82.28,2.08,59.68,69.25,13.8,AT RISK
S3492,Liam,56.55,1.3,61.44,70.49,0.2,AT RISK
S3493,Maria,85.83,4.84,60.16,65.99,26,AVERAGE
S3494,Ahmed,99.03,2.46,69.92,62.9,8.7,AVERAGE
S3495,Liam,90.23,1.86,82.15,66.94,98.6,GOOD
S3496,Maria,93,4.56,86.31,58.17,76.2,GOOD
S3497,Sara,67.98,2.54,63.55,70.17,0.4,AT RISK
S3498,John,66.24,4,79.79,95.23,22.4,AVERAGE
S3499,Maria,75.85,3.08,83.24,61.22,67,AVERAGE
S3500,Emma,52.29,2.68,57.82,84.22,39.9,AVERAGE
S3501,Omar,97.27,3.44,45.8,57.09,83.2,AVERAGE
S3502,Ali,57.19,2.56,93.68,67.7,50.5,AVERAGE
S3503,Emma,95.15,5.36,80.63,66.06,65.4,GOOD
S3504,Emma,54.18,1.36,78.89,96.85,59.7,AVERAGE
S3505,Omar,91.13,1.16,43.53,71.4,63.8,AVERAGE
S3506,Ali,57.6,3.04,89.07,84.52,23,AVERAGE
S3507,Emma,51.91,1.86,73.96,80.12,37.3,AVERAGE
S3508,Maria,85.97,4.72,90.87,57.05,5.1,AVERAGE
S3509,Maria,64.01,2.76,98.47,96.98,58.8,GOOD
S3510,Maria,85.72,2.3,97.43,67.29,45.9,AVERAGE
S3511,Ali,77.75,2.8,91.37,52.24,76.1,GOOD
S3512,Emma,55.44,2.1,40.66,65.02,20.6,AT RISK
S3513,Liam,96.61,2.5,93.14,66.78,43.7,AVERAGE
S3514,Ali,72.62,3.84,44.5,54.64,18.1,AT RISK
S3515,Maria,86.72,5.32,91.07,81,61.4,GOOD
S3516,Omar,75.05,2.86,56.81,67.34,84.8,AVERAGE
S3517,Emma,80.22,2.6,76.6,81.46,76.5,GOOD
S3518,Emma,65.14,4.9,42.28,50.34,94.4,AVERAGE
S3519,Ahmed,60.02,1.12,86.27,99.1,97.2,GOOD
S3520,Ahmed,77.13,2.52,46.7,58.53,77.2,AVERAGE
S3521,Sara,72.01,3.26,64.64,82.97,28.7,AVERAGE
S3522,Liam,69.51,4,89.05,85.79,21.9,AVERAGE
S3523,Liam,83.63,1.78,81.72,58.58,44.8,AVERAGE
S3524,John,84.53,3.16,40.36,55.59,99.4,AVERAGE
S3525,Liam,52.3,3.84,64.18,57.63,41.3,AVERAGE
S3526,Ahmed,66.94,3.56,42.52,62.34,19.9,AT RISK
S3527,Ali,70.59,3.88,80.41,58.41,94.4,GOOD
S3528,Liam,54.84,4.32,98.14,83.7,38.6,AVERAGE
S3529,Ahmed,61.8,2.9,79.32,71.04,69.1,AVERAGE
S3530,Sara,52.58,1.32,53.46,76.89,78.8,AVERAGE
S3531,Emma,99.81,1.28,61.31,52.37,84.3,AVERAGE
S3532,Liam,86.83,5.3,98.6,93.06,82.1,EXCELLENT
S3533,Sara,54.37,4.38,53.44,58.53,83.6,AVERAGE
S3534,Emma,51.01,4.82,73.69,68.01,66.8,AVERAGE
S3535,Omar,85.96,5.64,64.03,53.6,40.4,AVERAGE
S3536,Omar,71.96,4.76,86.1,56.84,66.7,GOOD
S3537,Emma,89.34,4.46,92.04,83.29,83.7,GOOD
S3538,Liam,96.17,4.28,60.45,84.63,35.1,AVERAGE
S3539,John,79.97,2.3,79.62,83.85,29.7,AVERAGE
S3540,Ahmed,59.36,5.78,72.94,77.61,34.4,AVERAGE
S3541,Ali,89.11,3.72,56.71,97.63,55.1,AVERAGE
S3542,Ali,97.79,2.12,56.32,75.36,5.2,AVERAGE
S3543,Maria,79.01,2.04,72.32,72.47,77.9,AVERAGE
S3544,Emma,84.1,5.08,49.24,62.38,13.9,AVERAGE
S3545,Ali,66.87,2.26,88.65,54.94,13.3,AVERAGE
S3546,Liam,69.08,1.2,44.14,77.41,19.8,AT RISK
S3547,John,86.73,3.14,45.67,65.74,57.7,AVERAGE
S3548,Emma,96.39,5.08,60.53,76.2,28.6,AVERAGE
S3549,John,81.45,3.08,47.09,60.31,36.8,AVERAGE
S3550,Liam,89.49,5.02,68.54,91.91,93.2,GOOD
S3551,Ali,58.58,5.14,63.98,99.98,84.7,GOOD
S3552,Ali,60.6,5.28,83.31,66.12,85.2,GOOD
S3553,Maria,76.6,3.94,97.18,92.12,57.8,GOOD
S3554,Ali,58.83,4.5,85.21,93.65,86.6,GOOD
S3555,Emma,81.75,2.3,50.77,99.8,77.9,AVERAGE
S3556,Liam,64.58,1.5,96.13,67.14,95.3,GOOD
S3557,Omar,89.58,3.66,63.53,87.8,6.4,AVERAGE
S3558,Liam,90.41,1.06,68.45,61.44,2.9,AT RISK
S3559,Emma,73.19,3.32,65.29,81.24,17.5,AVERAGE
S3560,Emma,59.04,1.52,56.83,85.24,92.9,AVERAGE
S3561,Maria,82.34,1.54,93.7,87.06,60.6,GOOD
S3562,Maria,99.64,5.36,59.93,60.36,42.6,AVERAGE
S3563,Ali,81.13,4.2,74.72,92.44,51.3,AVERAGE
S3564,Sara,51.79,4.22,54.4,71.05,83,AVERAGE
S3565,Liam,50.86,3.02,87.84,60.82,92.9,GOOD
S3566,Liam,66.02,3.06,86.45,77.13,73,GOOD
S3567,Sara,59.79,2.52,57.78,93.17,76,AVERAGE
S3568,Maria,90.65,3.18,80.89,98.35,32,AVERAGE
S3569,Ali,92.24,3.94,82.23,87.41,46.7,GOOD
S3570,Sara,62.93,1.94,73.75,50.28,88.5,AVERAGE
S3571,Ali,66.28,2.3,76.04,56.74,78.6,AVERAGE
S3572,Ali,61.81,3.48,74.47,53.81,68.4,AVERAGE
S3573,Ali,95.42,2.92,44.91,55.06,6.5,AT RISK
S3574,Ahmed,75.13,5.1,80.22,69.15,4,AVERAGE
S3575,Emma,82.81,5.1,68.19,66.92,13,AVERAGE
S3576,Ali,70.77,2.68,66.31,55.68,58.1,AVERAGE
S3577,Ahmed,81.55,3.26,91.6,94.11,53.6,GOOD
S3578,Maria,69.29,5.88,41.39,80.77,94.3,GOOD
S3579,Sara,66.98,5.14,55.08,89.82,69.5,AVERAGE
S3580,Emma,81.72,2.08,47.28,68.58,29.4,AT RISK
S3581,Omar,79.55,2.4,42.12,70.51,16.1,AT RISK
S3582,Sara,64.68,1.42,56.54,65.88,85,AVERAGE
S3583,Emma,57.47,4.38,99.31,71.92,46,AVERAGE
S3584,Omar,68.43,2.58,56.21,80.52,65.3,AVERAGE
S3585,Sara,70.76,3.68,79.82,74.65,56.5,AVERAGE
S3586,Emma,81.43,4.84,47.1,91.9,10.7,AVERAGE
S3587,Sara,95.73,5.18,76.11,95.01,5.7,AVERAGE
S3588,Sara,51.81,2.62,99.07,73.48,37.7,AVERAGE
S3589,Omar,62.18,2.18,57.51,61.99,36.2,AT RISK
S3590,Sara,59.69,5.24,90.88,97.26,67.4,GOOD
S3591,Sara,75.11,2.9,99.85,86.75,63.2,GOOD
S3592,Omar,71.49,5.1,75.31,82.01,96.9,GOOD
S3593,Maria,86.45,1.74,58.56,87.27,85.8,AVERAGE
S3594,Ali,62.12,5.56,80.41,53.8,49.7,AVERAGE
S3595,Liam,79.72,3.42,90.69,53.38,50,AVERAGE
S3596,John,94.19,1.86,50.28,57.66,67.4,AVERAGE
S3597,Ahmed,95.53,3.68,67.15,57.37,11.4,AVERAGE
S3598,John,97.94,5.36,59.15,71.03,100,GOOD
S3599,John,88.66,2.94,57,57.87,51.9,AVERAGE
S3600,Emma,95.3,1.9,91.65,92.73,91,GOOD
S3601,Ali,61.73,3.88,65.3,78.9,96.7,GOOD
S3602,Emma,59.88,5.18,60.34,68.41,58.2,AVERAGE
S3603,Ali,50.32,1.6,76.21,53.48,10.3,AT RISK
S3604,Omar,85.34,1.2,53.16,79.55,57.3,AVERAGE
S3605,Omar,96.87,1.28,53.79,55.83,59.8,AVERAGE
S3606,Liam,59.35,2.16,71.22,87.16,78.9,AVERAGE
S3607,Ali,81.85,1.04,64.56,90.14,4.8,AT RISK
S3608,Sara,87.32,3.14,57.7,77.2,46.6,AVERAGE
S3609,Maria,96.38,4.48,43.24,57.48,92.3,GOOD
S3610,Liam,82.34,4.56,71.25,89.34,99.1,GOOD
S3611,Liam,98.51,4.18,89,65.39,19.1,AVERAGE
S3612,Sara,67.23,2.48,91.08,61.13,87.1,GOOD
S3613,Maria,67.5,4.68,54.13,73.53,14.6,AVERAGE
S3614,Emma,77.15,3.88,75.98,96.13,84.1,GOOD
S3615,Maria,69.18,5.3,91.35,64.87,27.7,AVERAGE
S3616,Emma,50.07,3.4,64.52,95.28,96,GOOD
S3617,Omar,86.59,1.9,95.93,52.68,69.5,GOOD
S3618,John,87.59,4.18,94.18,54.18,39.9,AVERAGE
S3619,Omar,87.35,1.76,52.49,84.93,28.1,AVERAGE
S3620,Omar,67.25,5.82,55.54,59.53,23.5,AVERAGE
S3621,John,76.11,4.52,50.83,65.83,68.1,AVERAGE
S3622,Maria,68,4.78,51.76,56.82,89.6,AVERAGE
S3623,Liam,50.8,4.4,94.47,66.61,75.5,GOOD
S3624,Maria,78.12,1.48,95.87,64.02,83.5,GOOD
S3625,Emma,56.19,3.32,43.11,86.82,78.1,AVERAGE
S3626,Sara,54,4.26,75.62,85.1,97.9,GOOD
S3627,Emma,87.77,2.14,73.85,97.75,75.8,GOOD
S3628,Sara,50.48,4.4,63.43,86.22,21,AVERAGE
S3629,Omar,97.95,5.1,77.9,84.74,79.2,GOOD
S3630,John,75.76,2.38,96.84,84.71,32.2,AVERAGE
S3631,Omar,99.15,2,50.22,94.15,99.6,GOOD
S3632,Ali,52.9,5.42,47.22,64.81,37.7,AVERAGE
S3633,Maria,79.18,1.02,42,65,29.3,AT RISK
S3634,Sara,67.47,2.28,61.83,87.06,23.9,AVERAGE
S3635,Emma,92.17,3.04,60.26,61.44,65.9,AVERAGE
S3636,John,68.06,4.36,65.85,95.6,10.9,AVERAGE
S3637,Sara,63.02,5.98,70.2,76.74,95.4,GOOD
S3638,Emma,92.88,2.86,85.47,65.01,29.4,AVERAGE
S3639,Maria,68.73,5.74,63.53,88.8,29.5,AVERAGE
S3640,Omar,50.84,2.84,59.84,65.62,4.6,AT RISK
S3641,Maria,69.51,4.48,89.61,98.16,24.6,AVERAGE
S3642,Ahmed,82.73,1.82,90.99,99.15,41.9,AVERAGE
S3643,Ali,62.72,3.3,53.97,83.34,37,AVERAGE
S3644,Ahmed,71.6,5.36,58.88,55.68,27.3,AVERAGE
S3645,John,52.84,2.6,89.51,63.16,4.1,AT RISK
S3646,Sara,79.4,1.52,44.76,75.77,30.1,AT RISK
S3647,John,87.81,3.62,59.55,92.57,77.8,GOOD
S3648,Omar,70.67,3.2,66.9,59.24,43.9,AVERAGE
S3649,Emma,71.01,2.14,51.22,55.22,29.1,AT RISK
S3650,Maria,54.41,5.52,50.79,53.72,30.5,AT RISK
S3651,Ahmed,60.1,4,65.49,75.35,55.4,AVERAGE
S3652,Liam,57.73,2.74,85.27,94.24,30.2,AVERAGE
S3653,Ahmed,74.08,5.98,90.41,52.12,63.1,GOOD
S3654,Omar,76.46,1.68,98.75,60.62,98.9,GOOD
S3655,Ahmed,97.45,5.24,44.44,84.66,4.1,AVERAGE
S3656,Omar,53.66,2.16,53,91.29,16.9,AT RISK
S3657,Liam,79.99,2.2,85.4,90.37,17.9,AVERAGE
S3658,John,76.32,3.5,72.44,89.25,44.7,AVERAGE
S3659,Maria,75.81,4.3,59.66,56.49,4.1,AT RISK
S3660,Sara,93.66,4.46,52.34,69.86,47.8,AVERAGE
S3661,Emma,60.28,1.12,56.83,99.24,92.9,AVERAGE
S3662,Sara,52.04,2.44,65.76,99.44,1.2,AT RISK
S3663,John,83.61,4.3,50.63,80.12,36.5,AVERAGE
S3664,Emma,67.26,5.44,97.85,85.46,76.1,GOOD
S3665,Ahmed,50.88,4.34,46.46,97.56,15.4,AT RISK
S3666,Liam,62.57,2.32,99.13,72.5,7.8,AVERAGE
S3667,Liam,65.47,3.54,90.51,56.84,63.1,AVERAGE
S3668,Ali,80.84,4.24,65.39,83.45,1,AVERAGE
S3669,John,58.63,1.68,84.39,98.01,80.2,GOOD
S3670,John,70.65,3.72,80.29,84.86,6.7,AVERAGE
S3671,Maria,74.12,3.36,52.8,90.17,52.4,AVERAGE
S3672,Sara,72.96,2.68,60.34,71.14,74,AVERAGE
S3673,John,98.7,4.12,70.79,54.82,24.2,AVERAGE
S3674,John,52.28,4.18,78.27,58.44,10.4,AT RISK
S3675,Ahmed,97.55,5.86,72.57,99.13,17.6,AVERAGE
S3676,Ahmed,79.1,3.14,68.38,74.66,85.5,GOOD
S3677,Emma,89.79,3.66,66.59,50.6,70.6,AVERAGE
S3678,Omar,71.52,1.78,69.9,97.77,19.8,AVERAGE
S3679,Omar,72.69,3.74,66.06,74.89,71.6,AVERAGE
S3680,Ali,93.97,1.18,72.48,91.81,70.9,GOOD
S3681,Omar,94.8,1.74,93.28,77.42,99.8,GOOD
S3682,Maria,61.93,1.86,77.97,55.09,39.2,AVERAGE
S3683,Ali,59.96,4.16,83.36,80.78,86.5,GOOD
S3684,Emma,74.81,3.84,75.85,99.87,44.6,AVERAGE
S3685,Ahmed,95.01,5,78.58,51.74,89.8,GOOD
S3686,Omar,66.12,3.32,74.7,92.09,9.2,AVERAGE
S3687,Sara,82.6,3.38,41.61,61.77,17.5,AT RISK
S3688,Ahmed,85.41,1.8,99.98,69.69,85,GOOD
S3689,Liam,88.93,4.72,42.02,68.64,81.9,AVERAGE
S3690,Maria,78.2,1.02,63.71,94.94,30.5,AVERAGE
S3691,Ahmed,70.12,3.12,46.31,75.22,59.7,AVERAGE
S3692,Maria,98.35,1.94,45.82,72.36,38.3,AVERAGE
S3693,Maria,80.57,4.86,87.61,90.9,1,AVERAGE
S3694,Maria,86.43,4.36,65.56,52.45,2.6,AVERAGE
S3695,Emma,67.25,4.54,88.07,54.32,5.4,AVERAGE
S3696,Maria,83.5,1.74,56.37,51.08,59.4,AVERAGE
S3697,Maria,62.89,4.34,55.39,84.4,27.9,AVERAGE
S3698,Liam,62.25,4.46,55.07,76.28,14.4,AT RISK
S3699,Sara,85.74,1.02,76.97,93.8,94.1,GOOD
S3700,Ali,76.07,2.58,88.9,74.93,12.1,AVERAGE
S3701,John,84.16,1.44,67.14,61.09,67.4,AVERAGE
S3702,Liam,63.47,4.4,62.75,90.26,89.4,GOOD
S3703,Ali,79.94,2.06,98.41,64.72,16.4,AVERAGE
S3704,Maria,72.2,2.32,47.01,96.78,21.5,AVERAGE
S3705,Sara,79.85,1.4,69.2,62.52,57.4,AVERAGE
S3706,Ahmed,64.54,3.42,64.51,58.39,50.8,AVERAGE
S3707,Sara,85.77,1.16,45.89,74.67,52.1,AVERAGE
S3708,Liam,90.3,5.22,56.09,52.53,55.5,AVERAGE
S3709,Maria,63,1.14,41.71,51.82,95,AVERAGE
S3710,Sara,65.03,1.3,92.62,74.8,5.4,AVERAGE
S3711,Omar,83.06,4.2,76.47,60.76,76,GOOD
S3712,Sara,84.78,5.58,88.9,50.47,23.3,AVERAGE
S3713,Maria,85.2,5.46,71.29,64.8,37.4,AVERAGE
S3714,Emma,84.13,1.42,75.97,73.87,8.9,AVERAGE
S3715,Omar,69.64,2.44,82.05,69.71,44.6,AVERAGE
S3716,Sara,69.74,3.6,94.48,56.77,80.4,GOOD
S3717,John,62.74,1.14,45.51,78.98,9.9,AT RISK
S3718,John,57.84,3.64,59.86,85.52,27.6,AVERAGE
S3719,Sara,84.63,3.24,82.54,83.78,37.3,AVERAGE
S3720,Emma,54.66,3.94,97.5,69.69,10.4,AVERAGE
S3721,Ahmed,96.89,5.6,98.85,56.88,76.2,GOOD
S3722,Maria,91.33,2.38,78.29,74.97,78.7,GOOD
S3723,John,92.88,4.2,51.62,94.52,83.6,GOOD
S3724,Ahmed,95.33,3.14,47.15,73.44,58.4,AVERAGE
S3725,Sara,70.43,3.18,96.76,59.78,50.7,AVERAGE
S3726,Liam,92.34,4.24,66.04,54.65,26.3,AVERAGE
S3727,Ahmed,57.9,5.76,51.69,97.2,65.5,AVERAGE
S3728,Omar,51.08,5.32,96.03,87.15,44.5,AVERAGE
S3729,Ali,89.24,4.2,46.27,65.65,97.1,GOOD
S3730,John,53.74,3.3,83.77,64.77,96.8,GOOD
S3731,Sara,99.43,3.12,77.52,94.76,90.5,GOOD
S3732,Liam,83.74,4.94,45.26,58.88,36,AVERAGE
S3733,Maria,87.67,2.1,60.32,76.75,36.8,AVERAGE
S3734,Liam,62.29,3.94,49,85.68,85.3,AVERAGE
S3735,Emma,83.69,3.52,76.27,69.82,72.9,GOOD
S3736,Omar,52.16,4.24,68.63,52,70.4,AVERAGE
S3737,Sara,91.89,1.94,40.26,61.39,28,AT RISK
S3738,Maria,58.48,4.48,98.54,95.09,83.3,GOOD
S3739,Emma,84.87,4.14,60.98,76.16,57.9,AVERAGE
S3740,Emma,61.22,1.9,55.49,90.77,44.7,AVERAGE
S3741,Sara,53.42,3.24,53.35,77.78,86.5,AVERAGE
S3742,Omar,74.07,4.4,49.53,97.18,39.4,AVERAGE
S3743,Ahmed,58.46,5.5,99.95,95.46,65.4,GOOD
S3744,Ahmed,86.47,1.62,57.71,74.14,46.6,AVERAGE
S3745,Emma,61.88,1.04,64.33,65.91,59.3,AVERAGE
S3746,Ahmed,67.12,1.82,92.28,80.08,4.1,AVERAGE
S3747,Ali,78.37,5.94,78.51,83.74,46.1,GOOD
S3748,Emma,64.25,4.84,62.12,74.92,55.6,AVERAGE
S3749,Emma,68.9,4.08,93.9,91.11,49.3,GOOD
S3750,Maria,90.78,1.66,84.98,59.17,84.7,GOOD
S3751,Ahmed,58.96,3.08,53.67,66.72,31.1,AT RISK
S3752,Omar,54.11,4.58,78.62,84.32,88.4,GOOD
S3753,Emma,66.42,5.48,95.34,62.33,40.3,AVERAGE
S3754,Liam,71.22,2.9,69.79,71.99,69.5,AVERAGE
S3755,Omar,77.13,6,84.02,98.19,8.7,AVERAGE
S3756,Ali,68.62,1.7,98.27,81.29,20,AVERAGE
S3757,Maria,89.5,2.94,81.42,97.45,76.1,GOOD
S3758,Sara,51.97,5.38,46.15,86.12,1.2,AT RISK
S3759,Omar,71.59,4.24,54.67,86.23,96.9,GOOD
S3760,Emma,69.11,5.06,75.71,79.59,19.1,AVERAGE
S3761,Ali,82.38,5.54,56.53,57.11,90.1,GOOD
S3762,John,98.31,3.54,97.45,75.99,51.6,GOOD
S3763,Ali,75.52,2.18,64.32,62.63,56.5,AVERAGE
S3764,Ali,99.34,4.46,67.43,99.93,8.4,AVERAGE
S3765,Maria,65.11,3.82,82.1,63.35,36.5,AVERAGE
S3766,Sara,51.54,4.86,71.45,61.53,15.6,AVERAGE
S3767,John,58.28,3.56,62.93,81.19,52.6,AVERAGE
S3768,Ahmed,69.76,5.06,44.6,75.55,55.1,AVERAGE
S3769,Ahmed,65.82,5.52,75.79,51.07,71,AVERAGE
S3770,Omar,54.85,4.74,92.05,56.48,87.8,GOOD
S3771,Ali,71.63,4.72,81.15,90.55,46.8,AVERAGE
S3772,Liam,66.91,3.94,62.89,74.18,23.3,AVERAGE
S3773,Maria,56.13,3.36,47.66,57.3,33.4,AT RISK
S3774,Liam,64.81,5.86,88.98,73.26,84.7,GOOD
S3775,Maria,94.32,4.22,96.5,62.66,14.6,AVERAGE
S3776,Ahmed,65.1,5.2,63.3,61.18,62.7,AVERAGE
S3777,Omar,85.7,3.52,83.72,97.89,1.3,AVERAGE
S3778,Omar,80.6,3.78,64.65,68.1,24.6,AVERAGE
S3779,Omar,71.36,4.32,70.14,52.32,59.1,AVERAGE
S3780,John,61.95,4.64,90.19,98.52,45.6,AVERAGE
S3781,Sara,68.45,3.24,45.01,89.74,49.4,AVERAGE
S3782,John,79.61,2.78,71.82,62.72,66.1,AVERAGE
S3783,Emma,67.54,2.2,52.88,70.44,23.5,AT RISK
S3784,Emma,60.74,3.12,60.39,93.11,28.1,AVERAGE
S3785,Liam,55.82,2.06,78.67,67.87,68.4,AVERAGE
S3786,Sara,93.99,3.08,41.63,78.37,53.8,AVERAGE
S3787,Ahmed,72.02,5.38,75.63,76.74,1.5,AVERAGE
S3788,Sara,81.26,5.88,57.01,70.06,67,AVERAGE
S3789,Maria,74.52,3.88,80.17,81.98,62,GOOD
S3790,Emma,93.63,1.74,48.49,73.66,7.9,AT RISK
S3791,Ali,77.35,3.14,84.15,51.06,74.8,AVERAGE
S3792,Ali,74.04,4.02,78.74,90.72,52.2,AVERAGE
S3793,Ahmed,96.23,2.86,98.27,55.66,20.5,AVERAGE
S3794,Maria,85.98,2.02,94.67,73.2,55.9,AVERAGE
S3795,Liam,55.58,2.14,57,79,59.5,AVERAGE
S3796,John,58.89,3.36,41.64,85.28,92,AVERAGE
S3797,Maria,89.36,2.08,79.32,70.54,74.2,GOOD
S3798,Ali,91.79,2.24,76.17,86.78,30.2,AVERAGE
S3799,Ali,77.26,5.36,41.65,56.57,11.8,AT RISK
S3800,Liam,77.72,4.9,47.36,82.67,85.3,GOOD
S3801,Emma,81.6,1.28,75.08,91.32,84.6,GOOD
S3802,Maria,71.96,2.6,94.71,94.47,17.5,AVERAGE
S3803,Maria,84.01,3.66,94.39,78.98,6.2,AVERAGE
S3804,Ali,55.42,1.3,49.09,65.64,71.2,AVERAGE
S3805,John,98.06,4.42,63.07,58.17,72.3,GOOD
S3806,Ahmed,87.51,2.92,42.59,67.28,17.7,AT RISK
S3807,Omar,81.56,2.98,68.16,77,66.8,AVERAGE
S3808,Ahmed,65.82,2.32,85.19,59.82,27.9,AVERAGE
S3809,Maria,58.05,2.66,87.4,97.63,26.1,AVERAGE
S3810,Ahmed,70.47,5.3,69.94,94.86,32.5,AVERAGE
S3811,Ali,83.08,4.94,45.75,51.65,52,AVERAGE
S3812,Ali,81.69,5.68,62.88,78.1,80.4,GOOD
S3813,Liam,69.13,4.5,95.93,89.47,49.9,GOOD
S3814,Maria,80.66,3.88,53.78,62.27,29.8,AVERAGE
S3815,Liam,90.69,2.3,59.19,76.19,88.4,GOOD
S3816,Maria,51.31,4.34,84.81,70.3,5.5,AVERAGE
S3817,Omar,72.53,5.54,84.01,59.83,79.7,GOOD
S3818,Omar,87.93,1.34,94.73,80.74,78.4,GOOD
S3819,Emma,77.31,3.22,63.29,99.68,25.4,AVERAGE
S3820,Maria,82.57,1.74,70.88,68.26,19.8,AVERAGE
S3821,John,75.83,5.06,68.04,77.62,87.5,GOOD
S3822,Ahmed,99.59,4.08,95.67,66.39,55.9,GOOD
S3823,Maria,52.73,5.4,86.16,93.85,4.6,AVERAGE
S3824,Sara,74.55,1.32,89.89,93.23,89.1,GOOD
