Student_ID,Student_Name,Attendance,Study_Hours_per_Day,Internal_marks,Assignments_Avg,Previous_preformance,Performance
S6955,Janani,83,1.26,58.73,99.13,90.79,GOOD
S6956,Dhanush,87.82,5.78,64.68,86.27,11.15,AVERAGE
S6957,Janani,56.41,1.64,74.13,88.65,35.86,AVERAGE
S6958,Zoya,88.3,2.8,77.16,52.28,59.92,AVERAGE
S6959,Reshma,60.39,3.35,56.07,81.21,32.45,AVERAGE
S6960,Deepak,74.45,1.12,51.84,44.24,28.96,AT RISK
S6961,Zoya,58.9,5.62,69.72,54.12,43.19,AVERAGE
S6962,Pradeep,87.69,1.08,78.69,40.99,19.26,AVERAGE
S6963,Jatin,62.3,5.56,88.99,82.31,60.34,GOOD
S6964,Kishore,62.66,1.16,75.57,41.26,87.83,AVERAGE
S6965,Ananya,55.46,3.05,81.55,66.95,91.08,GOOD
S6966,Janani,86.03,4.91,69.04,78.93,47.14,GOOD
S6967,Yash,64.79,1.12,74,58.3,29.34,AVERAGE
S6968,Dev,75.91,5.05,78.13,62.04,38.24,AVERAGE
S6969,Akshara,66.61,3.35,54.18,92.09,22.84,AVERAGE
S6970,Kishore,88.74,3.36,96.04,94.08,59.85,GOOD
S6971,Harish,61.32,1.93,60.72,91.52,13.47,AVERAGE
S6972,Sanjay,97.04,2.17,76.28,85,31.82,GOOD
S6973,Akshara,66.07,4.99,73.66,56.65,17.06,AVERAGE
S6974,Yogesh,55.19,1.05,91.2,44.48,20.53,AVERAGE
S6975,Tanvi,62.02,2.59,46.82,69.32,67.15,AVERAGE
S6976,Varsha,53.7,2.6,93.05,95.46,99.27,GOOD
S6977,Chetan,73.44,2.35,48.22,53.4,67.54,AVERAGE
S6978,Diya,62.51,2.55,48.67,52.57,24.41,AT RISK
S6979,Zoya,94.3,1.61,91.74,86.78,40.77,GOOD
S6980,Yash,75.86,1.83,55.43,75.52,62.79,AVERAGE
S6981,Muthu,61.67,3.79,76.71,64.26,86.74,GOOD
S6982,Surya,72.56,3.81,67.82,91.76,71.43,GOOD
S6983,Pradeep,59.8,5.65,96.06,74.95,14.54,GOOD
S6984,Avinash,58.94,3.66,86.93,95.22,60.39,GOOD
S6985,Keerthi,65.03,3.19,60.1,62.09,19.72,AVERAGE
S6986,Shivani,55.42,1.48,88.81,66.64,37.43,AVERAGE
S6987,Tanvi,59.43,4.68,53.55,44.46,96.48,AVERAGE
S6988,Ravi,96.9,3.23,76.93,62.06,89.21,GOOD
S6989,Vedant,83.34,4.8,85.1,50.78,25.68,AVERAGE
S6990,Aditya,96.06,1.97,82.19,41.97,72.85,GOOD
S6991,Sakshi,62.84,4.08,79.4,55.35,32.95,AVERAGE
S6992,Pradeep,92.85,4.62,89.8,69.44,0.79,GOOD
S6993,Bharath,68.11,2.81,73.37,54.84,85.01,AVERAGE
S6994,Ashwin,57.21,3.4,95.7,46.55,82.25,GOOD
S6995,Dhanush,90.24,1.32,48.69,67.09,29.42,AVERAGE
S6996,Ramya,52.98,2.35,61.34,48.87,77.21,AVERAGE
S6997,Anusha,70.24,1.82,86.98,45.16,3.15,AVERAGE
S6998,Madhavan,90.97,2.87,58.48,97.61,53.98,GOOD
S6999,Ananya,80.86,1.45,66.58,68.56,98.16,GOOD
S7000,Zoya,75.9,5.14,86.37,88.14,78.85,GOOD
S7001,Pradeep,67.68,4.67,72.31,50.25,57.56,AVERAGE
S7002,Aishwarya,53.75,5.33,51.26,67.69,36.58,AVERAGE
S7003,Vikram,99.55,5.74,50.49,45.4,73.53,AVERAGE
S7004,Rohan,58.74,3.82,58.07,64.71,97.54,AVERAGE
S7005,Harish,62.77,4.73,58.18,89.58,19.21,AVERAGE
S7006,Karthik,61.8,3.45,48.2,93.56,4.95,AVERAGE
S7007,Kishore,95.4,4.93,90.08,71.14,37.73,GOOD
S7008,Akshara,88.18,3.68,56.96,57.18,51.69,AVERAGE
S7009,Amrita,72.87,4.68,88.13,84.01,24.52,GOOD
S7010,Nikhil,97.77,2.38,98.41,78.34,61.66,GOOD
S7011,Malar,52.64,4.43,59.92,68.23,30.59,AVERAGE
S7012,Bharath,94.68,3.89,98.21,68.52,98.19,EXCELLENT
S7013,Vijay,53.02,2.25,51.47,69.59,26.53,AVERAGE
S7014,Swathi,69.56,4.43,78.85,60.35,80.3,GOOD
S7015,Arnav,52.7,2.85,99.47,71.14,96.46,GOOD
S7016,Manish,99.95,4.15,88.5,43.44,49.95,GOOD
S7017,Aman,95.72,4.29,53.78,74.21,19.93,AVERAGE
S7018,Madhavan,79.24,4.36,55.44,69.77,89.04,GOOD
S7019,Madhavan,60.89,4.42,55.75,65.23,40.23,AVERAGE
S7020,Ishaan,63.84,3.09,96.58,59.44,54.41,GOOD
S7021,Kavya,72.48,4.12,54.72,77.31,4.9,AVERAGE
S7022,Krishna,66.14,5.53,70.58,69.1,34.81,AVERAGE
S7023,Sahana,51.07,1.34,60.99,46.05,55.6,AVERAGE
S7024,Sameer,82.81,4.92,61.68,62.47,69.3,GOOD
S7025,Mahesh,80.67,1.64,64.49,44.59,95.11,AVERAGE
S7026,Rakesh,95.22,3.33,60.7,62.75,58.35,AVERAGE
S7027,Harini,73.84,1.82,76,71.97,27.14,AVERAGE
S7028,Srinivas,67.24,4.91,65.53,63.46,55.72,AVERAGE
S7029,Jatin,75.58,1.19,66.46,60.5,7.09,AVERAGE
S7030,Reshma,59.73,4.51,70.36,56.87,14.81,AVERAGE
S7031,Hari,81.28,3.01,61.37,62.91,35.18,AVERAGE
S7032,Mahesh,88.5,2.33,85.27,44.16,2.23,AVERAGE
S7033,Vasanth,57.67,5.8,70.21,99.63,7.53,AVERAGE
S7034,Harish,65.92,2.46,70.55,73.32,0.73,AVERAGE
S7035,Ananya,93.39,2.06,52.59,78.17,18.18,AVERAGE
S7036,Vijay,75.28,3.16,41.85,50.99,82.55,AVERAGE
S7037,Lakshmi,76.59,2.51,88.56,95.4,35.14,GOOD
S7038,Rahul,86.12,4.64,91.33,74.27,90.25,EXCELLENT
S7039,Gaurav,78.89,1.15,54.47,64.86,88.49,AVERAGE
S7040,Nikhil,53.48,4.46,61.6,82.79,86.35,AVERAGE
S7041,Nikhil,90.2,3.11,61.48,58.26,21.19,AVERAGE
S7042,Mohan,96.14,4.92,81.05,96.08,34.24,GOOD
S7043,Kishore,52.66,2.67,51.23,50.16,46.83,AVERAGE
S7044,Vikram,56.06,1.09,98.72,89.99,43.16,AVERAGE
S7045,Sakshi,85.1,4.82,43.71,98,7.99,AVERAGE
S7046,Arnav,80.22,1.66,98.43,69.5,23.89,AVERAGE
S7047,Vignesh,69.13,3.39,44.13,92.6,62.02,AVERAGE
S7048,Deepak,76.96,5.16,59.05,44.29,67.65,AVERAGE
S7049,Krishna,85.17,5.62,55.04,77.24,36.47,AVERAGE
S7050,Pranav,75.22,2.23,55.58,61.37,29.7,AVERAGE
S7051,Avinash,57.01,5.19,99.68,61.86,58.61,GOOD
S7052,Neha,54.47,4.88,67.5,67.02,66.35,AVERAGE
S7053,Isha,71.94,5.62,47.17,75.81,71.1,AVERAGE
S7054,Rajesh,96.14,5.08,98.94,76.96,81.1,EXCELLENT
S7055,Ramya,77.89,1.45,54.56,56.7,58.39,AVERAGE
S7056,Aarav,67.91,5.72,44.35,63.04,37.89,AVERAGE
S7057,Yash,95.44,1.12,41.45,54.97,34.79,AVERAGE
S7058,Aishwarya,69.43,2.72,67.79,77.95,3.43,AVERAGE
S7059,Naveen,75.46,2.95,95.1,46.12,41.64,AVERAGE
S7060,Rohan,55.82,3.43,41.02,65.41,86.88,AVERAGE
S7061,Monisha,86.87,2.18,83.51,98.71,62.77,GOOD
S7062,Naveen,85.02,1.62,55.63,99.33,59.31,AVERAGE
S7063,Akshara,89.71,5.19,53.14,71.08,22.38,AVERAGE
S7064,Naveen,66.26,4.21,82.23,54.85,59.61,AVERAGE
S7065,Ishaan,71.8,3.37,84.87,75.01,18.04,AVERAGE
S7066,Neha,58.42,4.87,73.54,69.31,34.1,AVERAGE
S7067,Gaurav,98.23,5.58,52.14,42.55,58.45,AVERAGE
S7068,Avinash,54.3,2.12,40.38,99.35,4.54,AT RISK
S7069,Darshan,82.45,2.61,84.24,59.63,31.14,AVERAGE
S7070,Aryan,85.26,5.67,75.98,63.96,8.85,AVERAGE
S7071,Hari,57.89,3.72,65.35,70.81,16.4,AVERAGE
S7072,Janani,68.27,2.41,52.81,92.82,35.21,AVERAGE
S7073,Zoya,52.16,1.79,85.72,87.95,69.28,AVERAGE
S7074,Shivani,77.83,5.94,44.25,52.33,26.74,AVERAGE
S7075,Aarav,99.75,3.68,78.56,82.99,2.01,GOOD
S7076,Keerthi,71.49,5.31,81.3,92.47,39.91,GOOD
S7077,Deepika,99.5,4.18,53.4,82.86,22.1,AVERAGE
S7078,Vignesh,56.31,3.22,69,48.35,77.83,AVERAGE
S7079,Anirudh,69.62,5.29,71.21,72.33,82.2,GOOD
S7080,Sanjana,95.1,2.78,75.48,90.31,67.1,GOOD
S7081,Naveen,93.83,4.84,94.07,51.74,61.3,GOOD
S7082,Gaurav,66.18,3.27,72.78,72.31,73.06,AVERAGE
S7083,Surya,83.93,5.49,44.04,80.17,37.6,AVERAGE
S7084,Dharani,94.31,3.52,60.7,78.12,65.11,GOOD
S7085,Mahesh,88.34,2.63,77.7,46.4,41.97,AVERAGE
S7086,Rakesh,81.42,4.63,59.99,56.65,42.98,AVERAGE
S7087,Rakesh,57.63,5.3,86.08,73.13,78.87,GOOD
S7088,Neha,53.65,5.26,51.39,52.53,79.11,AVERAGE
S7089,Kishore,80.73,3.39,48.58,60.02,40.04,AVERAGE
S7090,Dhanush,75.01,3.2,53.86,64.9,93.72,AVERAGE
S7091,Anusha,61.9,1.75,92.57,40.82,54.15,AVERAGE
S7092,Deepak,64.64,1.2,80.86,70.63,48.72,AVERAGE
S7093,Rohan,69.6,5.66,71.2,99.69,50.15,GOOD
S7094,Krishna,74.78,4.63,58.02,64.5,77.94,AVERAGE
S7095,Aishwarya,69.51,3.88,95.12,56.46,96.75,GOOD
S7096,Ganesh,69.36,3.92,93.33,55.18,69.01,GOOD
S7097,Shivani,55.79,1.12,63.96,70.91,34.13,AVERAGE
S7098,Monisha,93.28,3.27,85.16,67.36,51.68,GOOD
S7099,Harish,80.46,5.61,94.81,91.72,30.72,GOOD
S7100,Diya,57.31,3.31,58.8,78.35,65.37,AVERAGE
S7101,Sahana,71.19,3.9,59.72,63.92,99.92,AVERAGE
S7102,Sameer,70.84,2.89,72.75,63.14,86.49,AVERAGE
S7103,Ananya,80.03,1.53,64.5,72.83,47.27,AVERAGE
S7104,Pradeep,80.44,2.62,85.69,55.2,34.22,AVERAGE
S7105,Aishwarya,82.26,1.43,72.22,65.37,45.27,AVERAGE
S7106,Aarohi,84.9,3.89,52.71,57.1,31.62,AVERAGE
S7107,Monisha,55.17,5.91,61.38,70.93,99.16,GOOD
S7108,Yash,65.25,2.81,80.27,72.8,20.19,AVERAGE
S7109,Zoya,50.87,5.29,43.21,90.81,80.98,AVERAGE
S7110,Ravi,72.73,1.21,60.53,55.07,41.43,AVERAGE
S7111,Sanjay,71.47,3.53,40.97,94.28,65.17,AVERAGE
S7112,Rohan,86.72,4.27,89.25,72.12,92.28,GOOD
S7113,Zoya,58.36,2.6,47.03,83.61,59.21,AVERAGE
S7114,Dev,81.57,1.49,44.63,76.7,61.68,AVERAGE
S7115,Bhavya,65.33,2.09,87.2,89.74,3.6,AVERAGE
S7116,Rajesh,69.1,1.35,45.37,79.79,12.88,AVERAGE
S7117,Dhanush,85.96,5.44,81.06,40.66,54.05,GOOD
S7118,Shreya,53.58,1.02,62.79,63.42,37.06,AVERAGE
S7119,Isha,67.14,1.35,89.3,96.3,60.91,GOOD
S7120,Gaurav,69.57,4.98,50.97,67.09,38.42,AVERAGE
S7121,Vikram,85.79,2.5,45.07,89.7,17.5,AVERAGE
S7122,Nithin,59.96,2.82,53.7,92.14,79.68,AVERAGE
S7123,Rakesh,97.37,2.53,95.93,59.95,84.51,GOOD
S7124,Ashwin,99.89,5.45,89.75,91.46,96.8,EXCELLENT
S7125,Harish,90.95,5.64,57.15,62.65,20.07,AVERAGE
S7126,Chetan,64.99,5.64,52.37,41.52,31.15,AVERAGE
S7127,Sahana,83.19,2.54,49.41,81.66,28.08,AVERAGE
S7128,Krishna,54.16,2,53.27,89.22,93.01,AVERAGE
S7129,Naveen,93.56,5.14,52.3,67.1,59.74,GOOD
S7130,Aman,75.8,5.24,93.29,50.4,92.24,GOOD
S7131,Rakesh,58.82,2.77,41.2,76.92,89.03,AVERAGE
S7132,Shivani,66.37,3.89,92.81,84.3,24.53,GOOD
S7133,Pooja,90.04,2.95,42.49,79.29,42.78,AVERAGE
S7134,Bharath,93.51,1.07,89.61,61.35,41.36,GOOD
S7135,Deepika,75.99,3.05,65.54,62.1,48.69,AVERAGE
S7136,Avinash,74.02,5.47,44.63,72.95,99.77,GOOD
S7137,Kavin,87.54,5.29,87.94,51.6,17.38,GOOD
S7138,Akshara,91.31,1.52,55.39,90.77,77.24,GOOD
S7139,Rakesh,88.24,2.53,92.68,46.14,22.76,AVERAGE
S7140,Krishna,69.22,1.37,85.14,69.19,73.94,GOOD
S7141,Aadhya,82.1,2.49,98.91,91.57,20.27,GOOD
S7142,Swathi,92.87,2.49,89.91,71.77,52.71,GOOD
S7143,Yogesh,57.59,1.27,54.46,85.66,66.78,AVERAGE
S7144,Akshara,69.41,5.48,64.55,54.37,43.19,AVERAGE
S7145,Pavithra,52.83,5.2,81.8,66.73,96.62,GOOD
S7146,Swathi,70.44,5.64,58.96,82.78,70.55,GOOD
S7147,Jeeva,88.61,4.72,72.79,93.3,15.73,GOOD
S7148,Ananya,59.85,4.8,54.26,78.58,37.21,AVERAGE
S7149,Ravi,77.09,4.94,79.78,54.57,31.4,AVERAGE
S7150,Aadhya,51.83,4.38,60.53,48.78,29.55,AVERAGE
S7151,Shankar,94.88,1.88,43.31,90.49,21.18,AVERAGE
S7152,Bharath,91,1.89,98.07,73.24,18.57,GOOD
S7153,Manish,76.22,3.5,90.63,51.03,87.02,GOOD
S7154,Aarav,85.29,4.45,58.22,69.14,98.93,GOOD
S7155,Zoya,55.2,1.15,47.78,47.58,16,AT RISK
S7156,Amrita,92.26,3.73,84.11,46.31,79.13,GOOD
S7157,Yash,85.76,5.44,53.24,95.2,22.75,AVERAGE
S7158,Malar,56,1.63,76.33,72.68,52.17,AVERAGE
S7159,Isha,99.03,2.56,86.74,54.93,19.71,AVERAGE
S7160,Gaurav,51.13,5.93,56.35,92.88,27.11,AVERAGE
S7161,Divya,81.43,2.64,57.08,99.93,41.07,AVERAGE
S7162,Divya,58.59,1.14,43.7,93.05,70.5,AVERAGE
S7163,Arnav,85.96,4.42,59.19,84.86,47.4,GOOD
S7164,Harish,53.52,5.91,75.85,97.72,81.01,GOOD
S7165,Bharath,54.06,2.15,49.35,51.84,9.66,AT RISK
S7166,Keerthi,73.31,2.08,97.18,92.66,57.18,GOOD
S7167,Monisha,99.7,3.16,83.34,61.52,10.67,AVERAGE
S7168,Pavithra,63.83,3.68,52.23,41.93,11.78,AT RISK
S7169,Mahesh,80.63,5.07,71.84,41.94,30.89,AVERAGE
S7170,Swathi,75.93,5.97,63.49,51.27,10.5,AVERAGE
S7171,Krishna,92.11,5.07,62.94,86.77,77.55,GOOD
S7172,Surya,64.43,2.45,73.6,93.8,50.74,AVERAGE
S7173,Diya,77.75,4.93,46.49,47.68,64.46,AVERAGE
S7174,Rohan,97.53,4.15,52.92,90.72,5.63,AVERAGE
S7175,Riya,66.63,3.45,48.98,85.33,22.48,AVERAGE
S7176,Kishore,71.97,4.17,50.44,43.13,52.33,AVERAGE
S7177,Tanvi,94.44,3.2,79.31,83.88,8.2,GOOD
S7178,Muthu,66.62,4.16,99.77,42.3,16.06,AVERAGE
S7179,Shivani,69.03,4.68,79.07,55.75,2.19,AVERAGE
S7180,Nikhil,65.21,1.07,99.08,71.85,91.15,GOOD
S7181,Reshma,90.48,4.08,74.62,94.56,43.12,GOOD
S7182,Chetan,96.52,1.77,57,46.32,4.5,AVERAGE
S7183,Shivani,81.55,2.68,92.34,60.9,46.05,GOOD
S7184,Deepak,81.18,3.22,44.03,74.62,88.75,AVERAGE
S7185,Ramya,69.5,5.86,46.15,84.41,18.99,AVERAGE
S7186,Nikhil,50.62,2.63,96.86,94.92,23.79,AVERAGE
S7187,Yogesh,58.7,5.1,79.01,68.13,98.22,GOOD
S7188,Aryan,57.37,2.69,95.74,90.45,85.39,GOOD
S7189,Rohan,55.79,2.15,47.97,77.02,54.85,AVERAGE
S7190,Shankar,82.7,3.17,86.1,52.24,18.6,AVERAGE
S7191,Aditya,56.82,1.45,54.09,74.78,21.95,AVERAGE
S7192,Isha,54.28,5.1,60.6,58.83,86.15,AVERAGE
S7193,Amrita,69.13,3.49,93.94,82.22,67.55,GOOD
S7194,Lakshmi,62.45,4.44,64.68,57.07,35.09,AVERAGE
S7195,Nikhil,57.29,4.99,80.23,55.77,2.6,AVERAGE
S7196,Zoya,57.31,3.04,93.24,96.72,13.6,AVERAGE
S7197,Ishaan,62.81,3.25,92.25,94.52,72.92,GOOD
S7198,Bhavya,76.84,2.27,40.53,67.1,64.87,AVERAGE
S7199,Chetan,87.9,4.57,49.49,85.93,35.88,AVERAGE
S7200,Varsha,92.64,5.16,95.12,98.92,59.2,EXCELLENT
S7201,Vidya,87.57,3.87,73.74,45.32,75.51,GOOD
S7202,Divya,81.41,1.19,68.81,76.37,64.38,AVERAGE
S7203,Dev,95.38,4.56,43.92,55.21,23.95,AVERAGE
S7204,Akash,75.99,4.33,41.5,88,95.15,GOOD
S7205,Vidya,81.67,2.71,97.2,46.08,2.36,AVERAGE
S7206,Hari,70.58,3.05,68.43,87.33,55.63,AVERAGE
S7207,Mahesh,66.37,3.48,87.19,52.04,22.33,AVERAGE
S7208,Kavya,66.59,4.95,53.2,67.36,70.75,AVERAGE
S7209,Aishwarya,57.42,4.4,54.22,88.83,56.18,AVERAGE
S7210,Akash,89.83,3.59,73.62,44.05,19.57,AVERAGE
S7211,Dharani,52.77,5.03,92.56,95.69,50.59,GOOD
S7212,Vignesh,83.73,5.3,57.31,53.04,51.97,AVERAGE
S7213,Manish,93.22,1.26,59.73,70.04,42.03,AVERAGE
S7214,Janani,74.87,1.35,73.04,84.07,4.22,AVERAGE
S7215,Aishwarya,53.51,3.38,42.4,47.41,20.68,AT RISK
S7216,Rahul,71.42,4.91,62.73,76.52,96.88,GOOD
S7217,Deepika,67.16,1.55,73.38,70.93,18.85,AVERAGE
S7218,Aarohi,99.28,5.32,40.29,75.15,45.88,AVERAGE
S7219,Varsha,84.56,1.69,78.28,79.75,29.4,AVERAGE
S7220,Karthik,86.07,4.48,43.06,65.24,75.68,AVERAGE
S7221,Keerthi,75.79,5.02,83.2,57.93,57.81,GOOD
S7222,Ganesh,85.47,1.23,88.1,51.03,71.54,GOOD
S7223,Ishaan,86.13,5.24,90.33,96.34,63.7,EXCELLENT
S7224,Naveen,53.32,5.21,80.4,64.08,50.37,AVERAGE
S7225,Janani,61.13,1.73,73.69,56.93,96.06,AVERAGE
S7226,Vikram,50.65,2.05,58.45,43.15,70.32,AVERAGE
S7227,Bharath,75.49,5.3,65.48,85.07,68.88,GOOD
S7228,Aarav,93.79,5.83,45.22,71.66,69.05,GOOD
S7229,Riya,80.48,3.42,82.43,51.46,46.68,AVERAGE
S7230,Sakshi,75.01,1.63,41.48,93.6,64.27,AVERAGE
S7231,Anirudh,96.3,2.4,64.81,96.03,60.45,GOOD
S7232,Bhavya,58.61,2.69,70.37,92.84,88.83,GOOD
S7233,Bhavya,53.73,4.16,79.01,73.66,97.89,GOOD
S7234,Mahesh,95.87,4.61,60.59,62.4,48.3,AVERAGE
S7235,Dharani,95.14,4.03,66.57,49.71,60.08,AVERAGE
S7236,Pavithra,84.15,5.45,75.24,62.63,29.03,AVERAGE
S7237,Jatin,62.3,1.05,95.39,76.73,84.54,GOOD
S7238,Gayathri,98.49,2.95,80.32,53.59,71.07,GOOD
S7239,Jatin,88.27,2.46,55.27,67.84,92.4,GOOD
S7240,Bharath,83.69,4.76,90.84,74.39,60.5,GOOD
S7241,Chetan,61.15,4.4,43.3,83.89,70.87,AVERAGE
S7242,Shivani,75.65,5.45,56.34,45.48,9.51,AVERAGE
S7243,Manish,91.13,2.57,46.49,92.02,60.67,AVERAGE
S7244,Nithin,93.01,5.28,66.82,67.36,37.68,GOOD
S7245,Manish,78.07,3.69,78.22,74.92,50.81,GOOD
S7246,Muthu,76.14,1.77,71.86,96.42,32.66,AVERAGE
S7247,Riya,84.88,5.15,88.68,50.08,28.72,GOOD
S7248,Akshara,76.41,2.17,74.05,93.07,82.07,GOOD
S7249,Dev,70.88,4.8,53.96,88.27,55.76,AVERAGE
S7250,Ganesh,54.27,3.68,72.19,99.64,25.32,AVERAGE
S7251,Dev,56.3,3.57,84.13,63.58,76.67,AVERAGE
S7252,Jatin,88.01,3.67,70.18,47.61,7.48,AVERAGE
S7253,Tanvi,51.23,5.88,66.52,40.85,29.32,AVERAGE
S7254,Ishaan,52.62,3.92,71.75,87.56,33.63,AVERAGE
S7255,Aryan,95.23,1.22,72.88,48.2,17.76,AVERAGE
S7256,Anjali,85.2,5.78,58.63,58.36,84.27,GOOD
S7257,Ganesh,50.21,2.41,91.25,99.24,67.39,GOOD
S7258,Kavin,65.6,3.35,52.46,66.53,67.03,AVERAGE
S7259,Vasanth,88.17,5.12,41.97,53.87,59.27,AVERAGE
S7260,Aryan,70.88,1.42,84.49,85.19,37.83,AVERAGE
S7261,Priya,73.44,2.16,90.54,56.29,65.9,GOOD
S7262,Gaurav,72.94,5.38,78.56,71.86,73.63,GOOD
S7263,Shankar,60.11,1.59,68.14,49.44,53.85,AVERAGE
S7264,Swathi,86.07,3.58,98.51,67.65,47.07,GOOD
S7265,Ananya,55.15,1.93,62.25,46.52,22.35,AT RISK
S7266,Harini,75.36,2.77,64.35,86.39,8.4,AVERAGE
S7267,Aditya,58.5,4.95,75.47,61.91,4.13,AVERAGE
S7268,Jatin,52.33,5.8,65.83,59.13,71.42,AVERAGE
S7269,Jeeva,57.16,3.87,73.32,99.63,34.86,AVERAGE
S7270,Shreya,93.47,2.81,97.99,89.78,70.84,EXCELLENT
S7271,Mahesh,58.81,1.4,54.25,73.24,50.79,AVERAGE
S7272,Vignesh,63.92,3.01,48.91,96.65,44.69,AVERAGE
S7273,Rajesh,56.9,5.07,65.41,52.68,62.89,AVERAGE
S7274,Vedant,86.78,4.78,70.24,74.41,18.33,AVERAGE
S7275,Akash,72.27,2.78,82.79,95.74,97.97,GOOD
S7276,Aman,97.18,1.85,97.31,74.18,33.02,GOOD
S7277,Malar,83.22,3.72,81.32,58.48,76.92,GOOD
S7278,Abhinav,76.57,5.16,99.23,88.7,24.79,GOOD
S7279,Naveen,82.83,3.81,54.78,48.33,46.79,AVERAGE
S7280,Aadhya,52.02,3.71,52.53,49.12,49.93,AVERAGE
S7281,Keerthi,97.53,4.53,58.39,83.87,30.67,GOOD
S7282,Vikram,97.82,1.65,87.23,44.16,34.86,AVERAGE
S7283,Deepak,63.81,4.09,51.19,43.04,43.53,AVERAGE
S7284,Rohan,81.41,1.39,51.77,62.74,83.62,AVERAGE
S7285,Gayathri,60.1,1.8,64.7,63.87,50.01,AVERAGE
S7286,Aman,77.37,1.26,59.05,68.18,8.86,AVERAGE
S7287,Akshara,88.54,4.07,78.79,84.44,21.67,GOOD
S7288,Jatin,96.99,5.82,93.41,74.13,98.6,EXCELLENT
S7289,Pradeep,66.96,1.74,48.32,82.81,8.99,AVERAGE
S7290,Pooja,84.68,3.35,72.81,42.99,64.77,AVERAGE
S7291,Anirudh,85.82,5.47,45.3,58.94,21.12,AVERAGE
S7292,Abhinav,61.06,5.25,53.29,97.98,43.19,AVERAGE
S7293,Kavin,81.45,3.12,58.55,65.67,35.7,AVERAGE
S7294,Akshara,82.77,4.72,74.75,53.35,97.72,GOOD
S7295,Janani,88.2,1.22,73.29,99.53,55.13,GOOD
S7296,Avinash,100,4.78,78.58,64.68,24.99,GOOD
S7297,Ramya,52.01,4.63,89.13,68.73,60.36,GOOD
S7298,Kavya,60.12,3.91,51.23,53.43,7.14,AT RISK
S7299,Deepika,57.25,1.57,84.6,79.38,92.66,GOOD
S7300,Manish,57.72,2.48,80.02,52.43,34.42,AVERAGE
S7301,Aarav,72.71,1.86,44.78,76.6,88.34,AVERAGE
S7302,Chetan,93.93,1.29,60.68,85.45,80.92,GOOD
S7303,Vikram,72.44,5.5,41.66,79.14,18.68,AVERAGE
S7304,Keerthi,83.42,1.91,45.41,45.42,96.23,AVERAGE
S7305,Mohan,68.82,2.03,57.03,44.79,99.17,AVERAGE
S7306,Nithin,65.98,4.5,54.59,90.54,80.53,GOOD
S7307,Aryan,91.71,2.61,94.01,94.27,45.15,GOOD
S7308,Nikhil,82.78,3.02,93.63,48.14,67.25,GOOD
S7309,Deepika,67.54,1.28,74.67,62.53,8.07,AVERAGE
S7310,Sameer,95.71,5.63,84.1,79.24,92.11,EXCELLENT
S7311,Manish,74.93,5.98,99.98,90.13,22.18,GOOD
S7312,Aditya,59.41,2.84,64.61,94.54,71.67,AVERAGE
S7313,Aman,74.16,2.08,71.35,81.92,80.15,GOOD
S7314,Ramya,83.73,4.53,79.07,48.85,96.96,GOOD
S7315,Akash,68.36,4.79,95.23,86.1,82.38,GOOD
S7316,Monisha,92.19,1.77,87.82,91.54,81.8,GOOD
S7317,Shivani,76.66,3.43,43.87,61.08,70.54,AVERAGE
S7318,Rohan,73.39,1.98,82.78,69.65,57.66,AVERAGE
S7319,Krishna,92.94,2.17,55.12,49.98,4.19,AVERAGE
S7320,Malar,73.15,3.47,55.29,58.27,97.27,AVERAGE
S7321,Darshan,70.72,3,72.83,92.19,44.9,AVERAGE
S7322,Aryan,55.19,3.38,81.78,45.33,79.68,AVERAGE
S7323,Yogesh,68.12,2.92,49.55,85.75,37.73,AVERAGE
S7324,Vasanth,69.85,1.37,58.87,45.86,45.61,AVERAGE
S7325,Avinash,59.03,1.38,82.97,57.56,46.24,AVERAGE
S7326,Akash,79.39,2.31,49.12,74.94,99,AVERAGE
S7327,Janani,57.19,3.61,90.98,40.2,21.13,AVERAGE
S7328,Aman,61.18,2.06,67.36,80.52,50.18,AVERAGE
S7329,Yash,78.05,4.13,75.16,58.97,15.47,AVERAGE
S7330,Akshara,63.45,4.81,44.82,84.91,49.41,AVERAGE
S7331,Harini,81.98,5.46,97.27,98.51,54.6,EXCELLENT
S7332,Gaurav,84.53,5.72,94.45,64.99,13.67,GOOD
S7333,Ananya,65.06,2.82,51.4,41.8,69.83,AVERAGE
S7334,Akshara,54.37,5.72,79.79,90.93,82.8,GOOD
S7335,Deepika,74.47,5.38,87.59,56.47,81.6,GOOD
S7336,Tanvi,54.64,2.58,47.32,48.92,72.92,AVERAGE
S7337,Aman,75.76,2.85,74.65,92.75,14.09,AVERAGE
S7338,Nithin,86.31,1.84,91.03,53.95,62.15,GOOD
S7339,Yash,81.02,5.35,70.4,76.32,69.84,GOOD
S7340,Kavya,72.41,3.65,95.43,55.24,75.94,GOOD
S7341,Darshan,97.29,2.03,42.87,82.75,70.94,AVERAGE
S7342,Bharath,55.09,5.05,95.15,78.92,62.88,GOOD
S7343,Dharani,94,5.25,98.63,70.55,72.77,EXCELLENT
S7344,Deepak,90.01,4.2,49.36,73.3,85.23,GOOD
S7345,Janani,70.99,2.97,65.86,53.63,56.93,AVERAGE
S7346,Varun,57.64,2.1,77.25,41.32,14.53,AVERAGE
S7347,Darshan,57.79,4.83,93.59,88.04,81.6,GOOD
S7348,Sakshi,96.09,4.85,49.57,93.36,66.1,GOOD
